MovieId,imdbId,title,genres,Year,Avg rating,,,,,,,,,,,,,,
4054,206275,Save the Last Dance (2001),Drama|Romance,2001,2.84375,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4069,209475,"Wedding Planner, The (2001)",Comedy|Romance,2001,2.909090909,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4148,212985,Hannibal (2001),Horror|Thriller,2001,2.935897436,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4149,239948,Saving Silverman (Evil Woman) (2001),Comedy|Romance,2001,2.772727273,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4153,231775,Down to Earth (2001),Comedy|Fantasy|Romance,2001,2.416666667,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4161,236493,"Mexican, The (2001)",Action|Comedy,2001,3.347826087,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4167,179626,15 Minutes (2001),Thriller,2001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4223,215750,Enemy at the Gates (2001),Drama,2001,3.5125,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4228,125022,Heartbreakers (2001),Comedy|Crime|Romance,2001,2.15,0,0,0,0,1,1,0,0,0,0,0,1,0,0
4232,227538,Spy Kids (2001),Action|Adventure|Children|Comedy,2001,2.946428571,1,1,0,1,1,0,0,0,0,0,0,0,0,0
4238,164334,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,2001,3.147058824,1,0,0,0,0,1,0,0,0,0,1,0,0,1
4239,221027,Blow (2001),Crime|Drama,2001,3.81372549,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4246,243155,Bridget Jones's Diary (2001),Comedy|Drama|Romance,2001,3.623076923,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4247,245686,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,2001,2.380952381,0,1,0,0,1,0,0,0,0,0,1,1,0,0
4254,231402,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,2001,2.192307692,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4270,209163,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,2001,3.088888889,1,1,0,0,1,0,0,0,0,0,0,0,0,1
4299,183790,"Knight's Tale, A (2001)",Action|Comedy|Romance,2001,3.341463415,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4306,126029,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,2001,3.867647059,0,1,1,1,1,0,0,0,1,0,0,1,0,0
4308,203009,Moulin Rouge (2001),Drama|Romance,2001,3.590909091,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4310,213149,Pearl Harbor (2001),Action|Drama|Romance,2001,2.965116279,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4340,255798,"Animal, The (2001)",Comedy,2001,2.136363636,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4343,251075,Evolution (2001),Comedy|Sci-Fi,2001,3.037037037,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4344,244244,Swordfish (2001),Action|Crime|Drama,2001,3.102941176,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4366,230011,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,2001,3.342105263,0,1,1,1,0,0,0,0,1,0,0,0,0,0
4367,146316,Lara Croft: Tomb Raider (2001),Action|Adventure,2001,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4368,240462,Dr. Dolittle 2 (2001),Comedy,2001,2.363636364,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4369,232500,"Fast and the Furious, The (2001)",Action|Crime|Thriller,2001,3.066666667,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4370,212720,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,2001,3.339285714,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4386,239395,Cats & Dogs (2001),Children|Comedy,2001,2.818181818,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4388,257106,Scary Movie 2 (2001),Comedy,2001,2.653846154,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4446,173840,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,2001,3.35483871,0,1,1,0,0,0,0,0,1,0,0,0,1,0
4447,250494,Legally Blonde (2001),Comedy|Romance,2001,3.15625,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4448,227445,"Score, The (2001)",Action|Drama,2001,3.55,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4638,163025,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,2001,2.847222222,1,1,0,0,0,0,0,0,0,0,0,0,1,1
4639,265029,America's Sweethearts (2001),Comedy|Romance,2001,2.583333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4641,162346,Ghost World (2001),Comedy|Drama,2001,3.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4643,133152,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,2001,2.744897959,1,1,0,0,0,0,0,1,0,0,0,0,1,0
4700,247638,"Princess Diaries, The (2001)",Children|Comedy|Romance,2001,3.037037037,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4701,266915,Rush Hour 2 (2001),Action|Comedy,2001,3.370967742,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4718,252866,American Pie 2 (2001),Comedy,2001,3.066666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4720,230600,"Others, The (2001)",Drama|Horror|Mystery|Thriller,2001,3.627272727,0,0,0,0,0,0,0,1,0,1,1,0,0,1
4728,250687,Rat Race (2001),Comedy,2001,3.055555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4734,261392,Jay and Silent Bob Strike Back (2001),Adventure|Comedy,2001,3.161764706,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4776,139654,Training Day (2001),Crime|Drama|Thriller,2001,3.794117647,0,0,0,0,0,1,0,1,0,0,0,0,0,1
4816,196229,Zoolander (2001),Comedy,2001,3.509259259,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4823,240890,Serendipity (2001),Comedy|Romance,2001,3.14,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4848,166924,Mulholland Drive (2001),Crime|Drama|Mystery|Thriller,2001,3.843137255,0,0,0,0,0,1,0,1,0,0,1,0,0,1
4865,120681,From Hell (2001),Crime|Horror|Mystery|Thriller,2001,3.65,0,0,0,0,0,1,0,0,0,1,1,0,0,1
4873,243017,Waking Life (2001),Animation|Drama|Fantasy,2001,3.684210526,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4874,272152,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,2001,3.484848485,0,0,0,0,0,0,0,1,1,0,1,0,1,0
4876,245674,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller,2001,2.458333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4878,246578,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,2001,3.981651376,0,0,0,0,0,0,0,1,0,0,1,0,1,1
4881,243133,"Man Who Wasn't There, The (2001)",Crime|Drama,2001,3.735294118,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4886,198781,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,2001,3.871212121,0,1,1,1,1,0,0,0,1,0,0,0,0,0
4887,267804,"One, The (2001)",Action|Sci-Fi|Thriller,2001,2.75,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4890,256380,Shallow Hal (2001),Comedy|Fantasy|Romance,2001,3.032258065,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4896,241527,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,2001,3.761682243,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4901,266987,Spy Game (2001),Action|Crime|Drama|Thriller,2001,3.481481481,1,0,0,0,0,1,0,1,0,0,0,0,0,1
4902,256009,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller,2001,3.35,0,0,0,0,0,0,0,1,1,1,0,0,0,1
4903,247425,In the Bedroom (2001),Drama,2001,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4958,159273,Behind Enemy Lines (2001),Action|Drama,2001,3.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4963,240772,Ocean's Eleven (2001),Crime|Thriller,2001,3.844537815,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4967,283509,No Man's Land (2001),Drama,2001,4.192307692,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4973,211915,"Amelie (Fabuleux destin d'AmÃ©lie Poulain, Le) (2001)",Comedy|Romance,2001,4.183333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4974,277371,Not Another Teen Movie (2001),Comedy,2001,2.571428571,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4975,259711,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,2001,3.420454545,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4979,265666,"Royal Tenenbaums, The (2001)",Comedy|Drama,2001,3.683823529,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4992,35423,Kate & Leopold (2001),Comedy|Romance,2001,3.205882353,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4993,120737,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,2001,4.106060606,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4994,268995,"Majestic, The (2001)",Comedy|Drama|Romance,2001,3.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4995,268978,"Beautiful Mind, A (2001)",Drama|Romance,2001,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5010,265086,Black Hawk Down (2001),Action|Drama,2001,3.81,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5013,280707,Gosford Park (2001),Comedy|Drama|Mystery,2001,3.703703704,0,0,0,0,1,0,0,1,0,0,1,0,0,0
5014,277027,I Am Sam (2001),Drama,2001,3.764705882,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5015,285742,Monster's Ball (2001),Drama|Romance,2001,3.305555556,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5025,273923,Orange County (2002),Comedy,2002,2.633333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5026,237534,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller,2001,3.821428571,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5064,245844,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,2002,3.828125,1,1,0,0,0,0,0,1,0,0,0,0,0,1
5065,265349,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller,2002,3.076923077,0,0,0,0,0,0,0,1,1,1,1,0,0,1
5066,281358,"Walk to Remember, A (2002)",Drama|Romance,2002,3.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5072,293416,Metropolis (2001),Animation|Sci-Fi,2001,3.961538462,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5108,251160,John Q (2002),Crime|Drama|Thriller,2002,2.909090909,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5110,247745,Super Troopers (2001),Comedy|Crime|Mystery,2001,3.604166667,0,0,0,0,1,1,0,0,0,0,1,0,0,0
5128,238546,Queen of the Damned (2002),Fantasy|Horror,2002,2.363636364,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5135,265343,Monsoon Wedding (2001),Comedy|Romance,2001,3.833333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5152,277434,We Were Soldiers (2002),Action|Drama,2002,3.333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5171,268695,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,2002,2.863636364,1,1,0,0,0,0,0,0,0,0,0,0,1,0
5218,268380,Ice Age (2002),Adventure|Animation|Children|Comedy,2002,3.688235294,0,1,1,1,1,0,0,0,0,0,0,0,0,0
5219,120804,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,2002,3.083333333,1,0,0,0,0,0,0,0,0,1,0,0,1,1
5220,284490,Showtime (2002),Action|Comedy,2002,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5254,187738,Blade II (2002),Action|Horror|Thriller,2002,3.205882353,1,0,0,0,0,0,0,0,0,1,0,0,0,1
5265,266452,Death to Smoochy (2002),Comedy|Crime|Drama,2002,3.318181818,0,0,0,0,1,1,0,1,0,0,0,0,0,0
5266,258000,Panic Room (2002),Thriller,2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5267,265662,"Rookie, The (2002)",Drama,2002,3.291666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5283,283111,National Lampoon's Van Wilder (2002),Comedy,2002,2.909090909,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5294,264616,Frailty (2001),Crime|Drama|Thriller,2001,3.863636364,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5296,253867,"Sweetest Thing, The (2002)",Comedy|Romance,2002,2.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5299,259446,My Big Fat Greek Wedding (2002),Comedy|Romance,2002,3.266666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5313,277296,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,2002,2.295454545,1,1,0,0,0,0,0,0,1,0,0,0,0,1
5329,235737,"Salton Sea, The (2002)",Crime|Drama|Thriller,2002,3.35,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5349,145487,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,2002,3.540983607,1,1,0,0,0,0,0,0,0,0,0,0,1,1
5377,276751,About a Boy (2002),Comedy|Drama|Romance,2002,3.715909091,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5378,121765,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi,2002,3.157608696,1,1,0,0,0,0,0,0,0,0,0,0,1,0
5380,278500,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance,2002,3.85,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5388,278504,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,2002,3.303030303,1,0,0,0,0,1,0,1,0,0,1,0,0,1
5400,164184,"Sum of All Fears, The (2002)",Drama|Thriller,2002,2.970588235,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5418,258463,"Bourne Identity, The (2002)",Action|Mystery|Thriller,2002,3.816964286,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5419,267913,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,2002,2.852941176,0,1,0,1,1,0,0,0,1,0,1,0,0,0
5444,275847,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,2002,3.810344828,0,1,1,1,0,0,0,0,0,0,0,0,1,0
5445,181689,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,2002,3.6375,1,0,0,0,0,1,0,0,0,0,1,0,1,1
5449,280590,Mr. Deeds (2002),Comedy|Romance,2002,2.909090909,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5459,120912,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,2002,2.959016393,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5463,253556,Reign of Fire (2002),Action|Adventure|Fantasy,2002,2.722222222,1,1,0,0,0,0,0,0,1,0,0,0,0,0
5464,257044,Road to Perdition (2002),Crime|Drama,2002,3.520408163,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5481,295178,Austin Powers in Goldmember (2002),Comedy,2002,2.846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5502,286106,Signs (2002),Horror|Sci-Fi|Thriller,2002,3.166666667,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5505,279113,"Good Girl, The (2002)",Comedy|Drama,2002,3.208333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5507,295701,xXx (2002),Action|Crime|Thriller,2002,2.770833333,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5528,265459,One Hour Photo (2002),Drama|Thriller,2002,3.473684211,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5574,293662,"Transporter, The (2002)",Action|Crime,2002,3.519230769,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5577,280760,Igby Goes Down (2002),Comedy|Drama,2002,3.666666667,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5608,250258,"Das Experiment (Experiment, The) (2001)",Drama|Thriller,2001,3.863636364,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5618,245429,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,2001,4.155172414,0,1,1,0,0,0,0,0,1,0,0,0,0,0
5620,256415,Sweet Home Alabama (2002),Comedy|Romance,2002,3.053571429,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5621,290095,"Tuxedo, The (2002)",Action|Comedy,2002,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5630,289765,Red Dragon (2002),Crime|Mystery|Thriller,2002,3.435483871,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5669,310793,Bowling for Columbine (2002),Documentary,2002,3.775862069,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5673,272338,Punch-Drunk Love (2002),Comedy|Drama|Romance,2002,3.621212121,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5679,298130,"Ring, The (2002)",Horror|Mystery|Thriller,2002,3.20212766,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5785,322802,Jackass: The Movie (2002),Action|Comedy|Documentary,2002,3.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0
5791,120679,Frida (2002),Drama|Romance,2002,3.78125,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5810,298203,8 Mile (2002),Drama,2002,3.292682927,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5812,297884,Far from Heaven (2002),Drama|Romance,2002,3.863636364,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5816,295297,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,2002,3.598039216,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5872,246460,Die Another Day (2002),Action|Adventure|Thriller,2002,2.925925926,1,1,0,0,0,0,0,0,0,0,0,0,0,1
5878,287467,Talk to Her (Hable con Ella) (2002),Drama|Romance,2002,4.035714286,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5881,307479,Solaris (2002),Drama|Romance|Sci-Fi,2002,3.075,0,0,0,0,0,0,0,1,0,0,0,1,1,0
5902,268126,Adaptation (2002),Comedy|Drama|Romance,2002,3.945652174,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5903,238380,Equilibrium (2002),Action|Sci-Fi|Thriller,2002,3.875,1,0,0,0,0,0,0,0,0,0,0,0,1,1
5943,252076,Maid in Manhattan (2002),Comedy|Romance,2002,2.605263158,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5944,253754,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,2002,3.105263158,1,0,0,0,0,0,0,1,0,0,0,0,1,1
5945,257360,About Schmidt (2002),Comedy|Drama,2002,3.173076923,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5952,167261,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,2002,4.021276596,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5954,307901,25th Hour (2002),Crime|Drama,2002,3.840909091,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5956,217505,Gangs of New York (2002),Crime|Drama,2002,3.518181818,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5957,313737,Two Weeks Notice (2002),Comedy|Romance,2002,3.263157895,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5989,264464,Catch Me If You Can (2002),Crime|Drama,2002,3.92173913,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5991,299658,Chicago (2002),Comedy|Crime|Drama,2002,3.724489796,0,0,0,0,1,1,0,1,0,0,0,0,0,0
5992,274558,"Hours, The (2002)",Drama|Romance,2002,3.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5995,253474,"Pianist, The (2002)",Drama,2002,4.108695652,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6003,290538,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,2002,3.6,0,0,0,0,1,1,0,1,0,0,0,0,0,1
6016,317248,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,2002,4.146666667,1,1,0,0,0,1,0,1,0,0,0,0,0,1
6058,309593,Final Destination 2 (2003),Horror|Thriller,2003,3.05,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6059,292506,"Recruit, The (2003)",Action|Thriller,2003,3.352941176,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6155,251127,How to Lose a Guy in 10 Days (2003),Comedy|Romance,2003,3.275862069,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6156,300471,Shanghai Knights (2003),Action|Adventure|Comedy,2003,3.210526316,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6157,287978,Daredevil (2003),Action|Crime,2003,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6188,302886,Old School (2003),Comedy,2003,3.512820513,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6218,286499,Bend It Like Beckham (2002),Comedy|Drama|Romance,2002,3.3,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6281,183649,Phone Booth (2002),Drama|Thriller,2002,3.140625,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6283,275277,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller,2001,3.9,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6287,305224,Anger Management (2003),Comedy,2003,3.058823529,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6294,245803,Bulletproof Monk (2003),Action|Adventure|Sci-Fi,2003,2.409090909,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6296,310281,"Mighty Wind, A (2003)",Comedy,2003,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6297,311289,Holes (2003),Adventure|Children|Comedy|Mystery,2003,3.425,0,1,0,1,1,0,0,0,0,0,1,0,0,0
6323,309698,Identity (2003),Crime|Horror|Mystery|Thriller,2003,3.681818182,0,0,0,0,0,1,0,0,0,1,1,0,0,1
6331,334405,Spellbound (2002),Documentary,2002,3.923076923,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6333,290334,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,2003,3.723684211,1,1,0,0,0,0,0,0,0,0,0,0,1,1
6365,234215,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller,2003,3.354166667,1,1,0,0,0,0,0,0,0,0,0,0,1,1
6367,309530,Down with Love (2003),Comedy|Romance,2003,2.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6373,315327,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,2003,3.316901408,0,0,0,0,1,0,0,1,1,0,0,1,0,0
6377,266543,Finding Nemo (2003),Adventure|Animation|Children|Comedy,2003,3.960992908,0,1,1,1,1,0,0,0,0,0,0,0,0,0
